file,project,version,loc,lloc,sloc,comments,multi,blank,cyclo,wmc,η1,η2,N1,N2,η,N,N_hat,V,D,E,T,B,cbo,lcom,DIT,rfc,ComplexMethod
tests\csrf_tests\test_context_processor.py,django-2.2,2.2,14.0,11.0,11.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,3.0,0
tests\csrf_tests\views.py,django-2.2,2.2,37.0,24.0,23.0,1.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\csrf_tests\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\custom_columns\models.py,django-2.2,2.2,50.0,20.0,25.0,0.0,12.0,13.0,6.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,2.0,1.0,0.0,5.0,0
tests\custom_columns\tests.py,django-2.2,2.2,125.0,55.0,104.0,0.0,0.0,21.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,25.0,0
tests\custom_columns\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\custom_lookups\models.py,django-2.2,2.2,22.0,14.0,14.0,0.0,0.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,0
tests\custom_lookups\tests.py,django-2.2,2.2,573.0,379.0,410.0,38.0,13.0,112.0,111.0,111.0,3.0,39.0,29.0,58.0,42.0,87.0,210.886,469.132,2.231,1046.524,58.14,0.156377,114.0,5.0,1.0,23.0,1
tests\custom_lookups\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\custom_managers\models.py,django-2.2,2.2,237.0,140.0,156.0,1.0,8.0,72.0,64.0,64.0,1.0,3.0,2.0,4.0,4.0,6.0,4.755,12.0,0.667,8.0,0.444,0.004,60.0,3.0,1.0,7.0,0
tests\custom_managers\tests.py,django-2.2,2.2,671.0,311.0,519.0,31.0,49.0,72.0,46.0,46.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,25.0,6.0,1.0,64.0,0
tests\custom_managers\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\custom_methods\models.py,django-2.2,2.2,38.0,18.0,21.0,0.0,8.0,9.0,7.0,7.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,5.0,2.0,0.0,14.0,0
tests\custom_methods\tests.py,django-2.2,2.2,42.0,16.0,36.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,7.0,0
tests\custom_methods\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\custom_migration_operations\more_operations.py,django-2.2,2.2,29.0,17.0,21.0,0.0,0.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,7.0,0
tests\custom_migration_operations\operations.py,django-2.2,2.2,94.0,51.0,71.0,0.0,0.0,23.0,32.0,32.0,1.0,3.0,4.0,8.0,4.0,12.0,4.755,24.0,1.333,32.0,1.778,0.008,10.0,7.0,2.0,7.0,0
tests\custom_migration_operations\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\custom_pk\fields.py,django-2.2,2.2,60.0,46.0,46.0,0.0,0.0,14.0,24.0,24.0,3.0,10.0,9.0,12.0,13.0,21.0,37.974,77.709,1.8,139.877,7.771,0.025903,13.0,6.0,0.0,9.0,0
tests\custom_pk\models.py,django-2.2,2.2,44.0,24.0,23.0,0.0,5.0,16.0,10.0,10.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,9.0,1.0,0.0,3.0,0
tests\custom_pk\tests.py,django-2.2,2.2,232.0,93.0,164.0,13.0,25.0,30.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,1.0,19.0,0
tests\custom_pk\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\datatypes\models.py,django-2.2,2.2,28.0,18.0,17.0,0.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,0
tests\datatypes\tests.py,django-2.2,2.2,101.0,63.0,73.0,5.0,4.0,17.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,24.0,0
tests\datatypes\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\dates\models.py,django-2.2,2.2,27.0,18.0,18.0,0.0,0.0,9.0,7.0,7.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,9.0,1.0,0.0,6.0,0
tests\dates\tests.py,django-2.2,2.2,136.0,49.0,123.0,0.0,0.0,13.0,12.0,12.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,10.0,4.0,1.0,18.0,0
tests\dates\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\datetimes\models.py,django-2.2,2.2,26.0,17.0,17.0,0.0,0.0,9.0,7.0,7.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,8.0,1.0,0.0,5.0,0
tests\datetimes\tests.py,django-2.2,2.2,156.0,54.0,141.0,2.0,0.0,13.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,22.0,0
tests\datetimes\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\dbshell\test_mysql.py,django-2.2,2.2,80.0,23.0,72.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,12.0,0
tests\dbshell\test_oracle.py,django-2.2,2.2,33.0,21.0,26.0,0.0,0.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,8.0,2.0,1.0,9.0,0
tests\dbshell\test_postgresql.py,django-2.2,2.2,116.0,49.0,96.0,3.0,6.0,11.0,9.0,9.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,8.0,2.0,1.0,16.0,0
tests\dbshell\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\db_functions\models.py,django-2.2,2.2,68.0,48.0,47.0,0.0,3.0,18.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,7.0,0
tests\db_functions\tests.py,django-2.2,2.2,72.0,38.0,61.0,0.0,0.0,11.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,10.0,0
tests\db_functions\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\db_typecasts\tests.py,django-2.2,2.2,62.0,12.0,56.0,2.0,0.0,5.0,7.0,7.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,5.0,1.0,0.0,4.0,0
tests\db_typecasts\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\db_utils\tests.py,django-2.2,2.2,66.0,42.0,49.0,2.0,4.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,8.0,0
tests\db_utils\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\decorators\tests.py,django-2.2,2.2,482.0,298.0,320.0,28.0,40.0,95.0,36.0,36.0,3.0,10.0,5.0,10.0,13.0,15.0,37.974,55.507,1.5,83.26,4.626,0.018502,42.0,11.0,1.0,25.0,0
tests\decorators\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\defer\models.py,django-2.2,2.2,46.0,28.0,27.0,1.0,3.0,15.0,14.0,14.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,11.0,1.0,2.0,5.0,0
tests\defer\tests.py,django-2.2,2.2,272.0,182.0,198.0,24.0,14.0,36.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,1.0,33.0,0
tests\defer\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\defer_regress\models.py,django-2.2,2.2,102.0,61.0,60.0,0.0,3.0,39.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,4.0,0
tests\defer_regress\tests.py,django-2.2,2.2,275.0,170.0,203.0,25.0,0.0,47.0,26.0,26.0,1.0,3.0,2.0,3.0,4.0,5.0,4.755,10.0,0.5,5.0,0.278,0.003333,27.0,2.0,1.0,28.0,0
tests\defer_regress\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\delete\models.py,django-2.2,2.2,128.0,72.0,77.0,4.0,0.0,47.0,25.0,25.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,37.0,1.0,1.0,3.0,0
tests\delete\tests.py,django-2.2,2.2,524.0,353.0,378.0,43.0,21.0,82.0,59.0,59.0,5.0,18.0,10.0,19.0,23.0,29.0,86.668,131.183,2.639,346.178,19.232,0.043728,46.0,5.0,1.0,42.0,0
tests\delete\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\delete_regress\models.py,django-2.2,2.2,143.0,79.0,81.0,2.0,0.0,60.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,3.0,0
tests\delete_regress\tests.py,django-2.2,2.2,368.0,193.0,217.0,32.0,55.0,61.0,39.0,39.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,39.0,3.0,1.0,21.0,0
tests\delete_regress\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\deprecation\tests.py,django-2.2,2.2,163.0,107.0,104.0,0.0,27.0,32.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,12.0,0
tests\deprecation\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\dispatch\tests.py,django-2.2,2.2,240.0,193.0,191.0,8.0,4.0,36.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,1.0,35.0,0
tests\dispatch\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\distinct_on_fields\models.py,django-2.2,2.2,54.0,28.0,39.0,0.0,0.0,15.0,13.0,13.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,12.0,1.0,0.0,4.0,0
tests\distinct_on_fields\tests.py,django-2.2,2.2,141.0,67.0,115.0,9.0,4.0,14.0,9.0,9.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,13.0,4.0,1.0,27.0,0
tests\distinct_on_fields\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\empty\models.py,django-2.2,2.2,12.0,4.0,3.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
tests\empty\tests.py,django-2.2,2.2,15.0,12.0,12.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,7.0,0
tests\empty\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\expressions\models.py,django-2.2,2.2,99.0,58.0,66.0,0.0,3.0,30.0,26.0,26.0,2.0,13.0,7.0,14.0,15.0,21.0,50.106,82.045,1.077,88.356,4.909,0.027348,27.0,1.0,1.0,5.0,0
tests\expressions\tests.py,django-2.2,2.2,1550.0,771.0,1230.0,83.0,33.0,206.0,193.0,193.0,13.0,247.0,162.0,302.0,260.0,464.0,2011.352,3722.379,7.947,29583.115,1643.506,1.240793,129.0,5.0,1.0,79.0,1
tests\expressions\test_queryset_values.py,django-2.2,2.2,62.0,33.0,52.0,2.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,13.0,0
tests\expressions\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\expressions_case\models.py,django-2.2,2.2,78.0,56.0,64.0,0.0,0.0,14.0,13.0,13.0,1.0,4.0,3.0,6.0,5.0,9.0,8.0,20.897,0.75,15.673,0.871,0.006966,12.0,1.0,0.0,26.0,0
tests\expressions_case\tests.py,django-2.2,2.2,1339.0,310.0,1214.0,31.0,0.0,101.0,98.0,98.0,9.0,83.0,45.0,84.0,92.0,129.0,557.658,841.539,4.554,3832.553,212.92,0.280513,48.0,3.0,1.0,104.0,1
tests\expressions_case\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\expressions_window\models.py,django-2.2,2.2,12.0,9.0,9.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,0
tests\expressions_window\tests.py,django-2.2,2.2,827.0,230.0,700.0,3.0,68.0,52.0,53.0,53.0,1.0,5.0,5.0,5.0,6.0,10.0,11.61,25.85,0.5,12.925,0.718,0.008617,44.0,5.0,1.0,59.0,0
tests\expressions_window\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\extra_regress\models.py,django-2.2,2.2,39.0,28.0,28.0,0.0,0.0,11.0,10.0,10.0,2.0,5.0,3.0,5.0,7.0,8.0,13.61,22.459,1.0,22.459,1.248,0.007486,10.0,2.0,0.0,8.0,0
tests\extra_regress\tests.py,django-2.2,2.2,438.0,133.0,315.0,28.0,46.0,49.0,15.0,15.0,4.0,7.0,4.0,7.0,11.0,11.0,27.651,38.054,2.0,76.107,4.228,0.012685,15.0,3.0,1.0,30.0,0
tests\extra_regress\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\field_deconstruction\tests.py,django-2.2,2.2,520.0,482.0,435.0,36.0,9.0,40.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,69.0,0
tests\field_deconstruction\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\field_defaults\models.py,django-2.2,2.2,22.0,8.0,7.0,0.0,8.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0
tests\field_defaults\tests.py,django-2.2,2.2,16.0,11.0,11.0,0.0,0.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,5.0,1.0,1.0,6.0,0
tests\field_defaults\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\field_subclassing\fields.py,django-2.2,2.2,6.0,4.0,4.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0
tests\field_subclassing\tests.py,django-2.2,2.2,11.0,7.0,7.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0
tests\field_subclassing\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\files\tests.py,django-2.2,2.2,404.0,265.0,250.0,23.0,65.0,64.0,59.0,59.0,2.0,3.0,3.0,5.0,5.0,8.0,6.755,18.575,1.667,30.959,1.72,0.006192,83.0,3.0,0.0,37.0,0
tests\files\__init__.py,django-2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\file_storage\models.py,django-2.2,2.2,44.0,23.0,25.0,3.0,5.0,11.0,7.0,7.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,5.0,2.0,1.0,4.0,0
tests\file_storage\tests.py,django-2.2,2.2,997.0,640.0,639.0,77.0,107.0,173.0,123.0,123.0,9.0,72.0,45.0,84.0,81.0,129.0,472.764,817.841,5.25,4293.663,238.537,0.272614,126.0,4.0,2.0,78.0,1
tests\file_storage\test_generate_filename.py,django-2.2,2.2,90.0,46.0,48.0,4.0,18.0,20.0,11.0,11.0,1.0,9.0,5.0,10.0,10.0,15.0,28.529,49.829,0.556,27.683,1.538,0.01661,9.0,4.0,1.0,8.0,0
